Earnings Date,EPS Estimate,Reported EPS,fiscal_quarter_end,estimated_eps,actual_eps,fiscal_quarter,ticker
2015-04-22 10:00:00,0.6,0.67,2015-04-22,0.6,0.67,2015-Q2,BK
2015-07-21 10:00:00,0.66,0.77,2015-07-21,0.66,0.77,2015-Q3,BK
2015-10-20 10:00:00,0.71,0.74,2015-10-20,0.71,0.74,2015-Q4,BK
2016-01-21 11:00:00,0.64,0.68,2016-01-21,0.64,0.68,2016-Q1,BK
2016-04-21 10:00:00,0.68,0.74,2016-04-21,0.68,0.74,2016-Q2,BK
2016-07-21 10:00:00,0.75,0.76,2016-07-21,0.75,0.76,2016-Q3,BK
2016-10-20 10:00:00,0.81,0.9,2016-10-20,0.81,0.9,2016-Q4,BK
2017-01-19 11:00:00,0.77,0.77,2017-01-19,0.77,0.77,2017-Q1,BK
2017-04-20 10:00:00,0.8,0.83,2017-04-20,0.8,0.83,2017-Q2,BK
2017-07-20 10:00:00,0.85,0.88,2017-07-20,0.85,0.88,2017-Q3,BK
2017-10-19 10:00:00,0.92,0.94,2017-10-19,0.92,0.94,2017-Q4,BK
2018-01-18 11:00:00,0.91,0.91,2018-01-18,0.91,0.91,2018-Q1,BK
2018-04-19 10:00:00,0.96,1.1,2018-04-19,0.96,1.1,2018-Q2,BK
2018-07-19 10:00:00,1.02,1.03,2018-07-19,1.02,1.03,2018-Q3,BK
2018-10-18 10:00:00,1.04,1.06,2018-10-18,1.04,1.06,2018-Q4,BK
2019-01-16 11:00:00,0.92,0.99,2019-01-16,0.92,0.99,2019-Q1,BK
2019-04-17 10:00:00,0.96,0.94,2019-04-17,0.96,0.94,2019-Q2,BK
2019-07-17 10:00:00,0.96,1.01,2019-07-17,0.96,1.01,2019-Q3,BK
2019-10-16 10:00:00,0.99,1.07,2019-10-16,0.99,1.07,2019-Q4,BK
2020-01-16 11:00:00,1.0,1.01,2020-01-16,1.0,1.01,2020-Q1,BK
2020-04-16 10:00:00,0.91,1.05,2020-04-16,0.91,1.05,2020-Q2,BK
2020-07-15 10:00:00,0.92,1.01,2020-07-15,0.92,1.01,2020-Q3,BK
2020-10-16 10:00:00,0.94,0.98,2020-10-16,0.94,0.98,2020-Q4,BK
2021-01-20 11:00:00,0.91,0.96,2021-01-20,0.91,0.96,2021-Q1,BK
2021-04-16 10:00:00,0.86,0.97,2021-04-16,0.86,0.97,2021-Q2,BK
2021-07-15 10:00:00,1.0,1.13,2021-07-15,1.0,1.13,2021-Q3,BK
2021-10-19 10:00:00,1.0,1.04,2021-10-19,1.0,1.04,2021-Q4,BK
2022-01-18 11:00:00,1.01,1.04,2022-01-18,1.01,1.04,2022-Q1,BK
2022-04-18 07:00:00,0.86,0.94,2022-04-18,0.86,0.94,2022-Q2,BK
2022-07-15 10:00:00,1.11,1.15,2022-07-15,1.11,1.15,2022-Q3,BK
2022-10-17 10:00:00,1.08,1.21,2022-10-17,1.08,1.21,2022-Q4,BK
2023-01-13 11:00:00,1.24,1.3,2023-01-13,1.24,1.3,2023-Q1,BK
2023-04-18 10:00:00,1.11,1.13,2023-04-18,1.11,1.13,2023-Q2,BK
2023-07-18 10:00:00,1.22,1.38,2023-07-18,1.22,1.38,2023-Q3,BK
2023-10-17 10:00:00,1.14,1.27,2023-10-17,1.14,1.27,2023-Q4,BK
2024-01-12 11:00:00,1.12,1.28,2024-01-12,1.12,1.28,2024-Q1,BK
2024-04-16 10:00:00,1.19,1.29,2024-04-16,1.19,1.29,2024-Q2,BK
2024-07-12 10:00:00,1.43,1.51,2024-07-12,1.43,1.51,2024-Q3,BK
2024-10-11 10:00:00,1.42,1.52,2024-10-11,1.42,1.52,2024-Q4,BK
2025-01-15 11:00:00,1.57,1.72,2025-01-15,1.57,1.72,2025-Q1,BK
2025-04-11 10:00:00,1.49,1.58,2025-04-11,1.49,1.58,2025-Q2,BK
2025-07-15 10:00:00,1.76,1.94,2025-07-15,1.76,1.94,2025-Q3,BK
2025-10-16 10:00:00,1.77,1.91,2025-10-16,1.77,1.91,2025-Q4,BK
2026-01-13 11:00:00,1.98,2.08,2026-01-13,1.98,2.08,2026-Q1,BK
2026-04-16 13:00:00,1.9,,2026-04-16,1.9,,2026-Q2,BK
2007-07-18 11:00:00,1.67,1.8,2007-07-18,1.67,1.8,2007-Q3,BLK
2007-10-17 11:00:00,1.91,2.29,2007-10-17,1.91,2.29,2007-Q4,BLK
2008-01-17 12:00:00,2.15,2.52,2008-01-17,2.15,2.52,2008-Q1,BLK
2008-04-16 11:00:00,2.01,1.9,2008-04-16,2.01,1.9,2008-Q2,BLK
2008-07-17 11:00:00,1.88,2.14,2008-07-17,1.88,2.14,2008-Q3,BLK
2008-10-21 11:00:00,1.88,1.71,2008-10-21,1.88,1.71,2008-Q4,BLK
2009-01-21 12:00:00,0.99,0.68,2009-01-21,0.99,0.68,2009-Q1,BLK
2009-04-21 11:00:00,0.81,0.81,2009-04-21,0.81,0.81,2009-Q2,BLK
2009-07-21 11:00:00,1.56,1.75,2009-07-21,1.56,1.75,2009-Q3,BLK
2009-10-20 11:00:00,1.93,2.1,2009-10-20,1.93,2.1,2009-Q4,BLK
2022-07-15 11:00:00,8.02,7.36,2022-07-15,8.02,7.36,2022-Q3,BLK
2022-10-13 11:00:00,7.06,9.55,2022-10-13,7.06,9.55,2022-Q4,BLK
2023-01-13 13:00:00,8.1,8.93,2023-01-13,8.1,8.93,2023-Q1,BLK
2023-04-14 10:00:00,7.73,7.93,2023-04-14,7.73,7.93,2023-Q2,BLK
2023-07-14 10:00:00,8.47,9.28,2023-07-14,8.47,9.28,2023-Q3,BLK
2023-10-13 10:00:00,8.34,10.91,2023-10-13,8.34,10.91,2023-Q4,BLK
2024-01-12 10:00:00,8.88,9.66,2024-01-12,8.88,9.66,2024-Q1,BLK
2024-04-12 10:00:00,9.39,9.81,2024-04-12,9.39,9.81,2024-Q2,BLK
2024-07-15 10:00:00,9.96,10.36,2024-07-15,9.96,10.36,2024-Q3,BLK
2024-10-11 10:00:00,10.31,11.46,2024-10-11,10.31,11.46,2024-Q4,BLK
2025-01-15 10:00:00,11.22,11.93,2025-01-15,11.22,11.93,2025-Q1,BLK
2025-04-11 10:00:00,10.13,11.3,2025-04-11,10.13,11.3,2025-Q2,BLK
2025-07-15 10:00:00,10.81,12.05,2025-07-15,10.81,12.05,2025-Q3,BLK
2025-10-14 10:00:00,11.34,11.55,2025-10-14,11.34,11.55,2025-Q4,BLK
2026-01-15 11:00:00,12.19,13.16,2026-01-15,12.19,13.16,2026-Q1,BLK
2026-04-10 13:00:00,12.45,,2026-04-10,12.45,,2026-Q2,BLK
2007-05-15 11:00:00,0.27,0.3,2007-05-15,0.27,0.3,2007-Q2,BR
2007-08-22 12:00:00,0.73,0.82,2007-08-22,0.73,0.82,2007-Q3,BR
2007-11-07 13:00:00,0.16,0.31,2007-11-07,0.16,0.31,2007-Q4,BR
2008-02-07 12:00:00,0.19,0.26,2008-02-07,0.19,0.26,2008-Q1,BR
2008-05-08 11:00:00,0.24,0.23,2008-05-08,0.24,0.23,2008-Q2,BR
2008-08-14 11:00:00,0.7,0.69,2008-08-14,0.7,0.69,2008-Q3,BR
2008-11-06 12:00:00,0.2,0.21,2008-11-06,0.2,0.21,2008-Q4,BR
2009-02-03 12:00:00,0.18,0.21,2009-02-03,0.18,0.21,2009-Q1,BR
2009-05-11 11:00:00,0.22,0.24,2009-05-11,0.22,0.24,2009-Q2,BR
2009-08-11 11:00:00,0.79,0.83,2009-08-11,0.79,0.83,2009-Q3,BR
2009-11-02 22:00:00,0.19,0.19,2009-11-02,0.19,0.19,2009-Q4,BR
2010-02-04 12:00:00,0.17,0.24,2010-02-04,0.17,0.24,2010-Q1,BR
2010-05-10 11:00:00,0.21,0.22,2010-05-10,0.21,0.22,2010-Q2,BR
2010-08-12 11:00:00,0.84,0.84,2010-08-12,0.84,0.84,2010-Q3,BR
2010-11-04 11:00:00,0.12,0.1,2010-11-04,0.12,0.1,2010-Q4,BR
2011-02-08 12:00:00,0.14,0.08,2011-02-08,0.14,0.08,2011-Q1,BR
2011-05-10 11:00:00,0.2,0.25,2011-05-10,0.2,0.25,2011-Q2,BR
2011-08-11 11:00:00,0.91,0.94,2011-08-11,0.91,0.94,2011-Q3,BR
2011-11-03 11:00:00,0.1,0.15,2011-11-03,0.1,0.15,2011-Q4,BR
2012-02-07 12:00:00,0.11,0.12,2012-02-07,0.11,0.12,2012-Q1,BR
2012-05-08 11:00:00,0.25,0.28,2012-05-08,0.25,0.28,2012-Q2,BR
2012-08-09 11:00:00,0.95,1.0,2012-08-09,0.95,1.0,2012-Q3,BR
2012-11-06 12:00:00,0.15,0.18,2012-11-06,0.15,0.18,2012-Q4,BR
2013-02-07 12:00:00,0.19,0.17,2013-02-07,0.19,0.17,2013-Q1,BR
2013-05-07 11:00:00,0.34,0.39,2013-05-07,0.34,0.39,2013-Q2,BR
2013-08-08 11:00:00,1.08,1.15,2013-08-08,1.08,1.15,2013-Q3,BR
2013-11-07 12:00:00,0.2,0.39,2013-11-07,0.2,0.39,2013-Q4,BR
2014-02-06 12:00:00,0.26,0.25,2014-02-06,0.26,0.25,2014-Q1,BR
2014-05-09 11:00:00,0.4,0.44,2014-05-09,0.4,0.44,2014-Q2,BR
2014-08-07 11:00:00,1.16,1.17,2014-08-07,1.16,1.17,2014-Q3,BR
2014-11-06 12:00:00,0.28,0.3,2014-11-06,0.28,0.3,2014-Q4,BR
2015-02-05 12:00:00,0.29,0.32,2015-02-05,0.29,0.32,2015-Q1,BR
2015-05-08 11:00:00,0.52,0.47,2015-05-08,0.52,0.47,2015-Q2,BR
2015-08-07 11:00:00,1.38,1.4,2015-08-07,1.38,1.4,2015-Q3,BR
2015-11-05 11:00:00,0.27,0.33,2015-11-05,0.27,0.33,2015-Q4,BR
2016-02-04 11:00:00,0.33,0.38,2016-02-04,0.33,0.38,2016-Q1,BR
2016-05-05 11:00:00,0.51,0.58,2016-05-05,0.51,0.58,2016-Q2,BR
2016-08-09 11:00:00,1.45,1.45,2016-08-09,1.45,1.45,2016-Q3,BR
2016-11-09 12:00:00,0.37,0.36,2016-11-09,0.37,0.36,2016-Q4,BR
2017-02-08 23:00:00,0.38,0.39,2017-02-08,0.38,0.39,2017-Q1,BR
2017-05-10 11:00:00,0.62,0.69,2017-05-10,0.62,0.69,2017-Q2,BR
2017-08-10 11:00:00,1.7,1.71,2017-08-10,1.7,1.71,2017-Q3,BR
2017-11-08 12:00:00,0.42,0.54,2017-11-08,0.42,0.54,2017-Q4,BR
2018-02-08 12:00:00,0.55,0.79,2018-02-08,0.55,0.79,2018-Q1,BR
2018-05-08 11:00:00,0.79,1.0,2018-05-08,0.79,1.0,2018-Q2,BR
2018-08-07 11:00:00,1.87,1.86,2018-08-07,1.87,1.86,2018-Q3,BR
2018-11-06 12:00:00,0.68,0.79,2018-11-06,0.68,0.79,2018-Q4,BR
2019-02-07 12:00:00,0.71,0.56,2019-02-07,0.71,0.56,2019-Q1,BR
2019-05-07 11:00:00,1.49,1.59,2019-05-07,1.49,1.59,2019-Q2,BR
2019-08-01 11:00:00,1.71,1.72,2019-08-01,1.71,1.72,2019-Q3,BR
2019-11-06 12:00:00,0.7,0.68,2019-11-06,0.7,0.68,2019-Q4,BR
2020-01-31 12:00:00,0.71,0.53,2020-01-31,0.71,0.53,2020-Q1,BR
2020-05-08 12:00:00,1.7,1.67,2020-05-08,1.7,1.67,2020-Q2,BR
2020-08-11 11:00:00,2.09,2.15,2020-08-11,2.09,2.15,2020-Q3,BR
2020-10-30 11:00:00,0.63,0.98,2020-10-30,0.63,0.98,2020-Q4,BR
2021-02-02 12:00:00,0.69,0.73,2021-02-02,0.69,0.73,2021-Q1,BR
2021-05-04 11:00:00,1.68,1.76,2021-05-04,1.68,1.76,2021-Q2,BR
2021-08-12 11:00:00,2.19,2.19,2021-08-12,2.19,2.19,2021-Q3,BR
2021-11-03 11:00:00,0.97,1.07,2021-11-03,0.97,1.07,2021-Q4,BR
2022-02-01 12:00:00,0.82,0.82,2022-02-01,0.82,0.82,2022-Q1,BR
2022-05-03 11:00:00,1.78,1.93,2022-05-03,1.78,1.93,2022-Q2,BR
2022-08-12 11:00:00,2.62,2.65,2022-08-12,2.62,2.65,2022-Q3,BR
2022-11-02 11:00:00,0.88,0.84,2022-11-02,0.88,0.84,2022-Q4,BR
2023-02-02 12:00:00,0.9,0.91,2023-02-02,0.9,0.91,2023-Q1,BR
2023-05-02 11:00:00,2.03,2.05,2023-05-02,2.03,2.05,2023-Q2,BR
2023-08-08 11:00:00,3.1,3.21,2023-08-08,3.1,3.21,2023-Q3,BR
2023-11-02 11:00:00,0.97,1.09,2023-11-02,0.97,1.09,2023-Q4,BR
2024-02-01 13:00:00,0.89,0.92,2024-02-01,0.89,0.92,2024-Q1,BR
2024-05-08 11:00:00,2.24,2.23,2024-05-08,2.24,2.23,2024-Q2,BR
2024-08-06 11:00:00,3.49,3.5,2024-08-06,3.49,3.5,2024-Q3,BR
2024-11-05 12:00:00,0.97,1.0,2024-11-05,0.97,1.0,2024-Q4,BR
2025-01-31 12:00:00,1.49,1.56,2025-01-31,1.49,1.56,2025-Q1,BR
2025-05-01 11:00:00,2.41,2.44,2025-05-01,2.41,2.44,2025-Q2,BR
2025-08-05 11:00:00,3.5,3.55,2025-08-05,3.5,3.55,2025-Q3,BR
2025-11-04 12:00:00,1.25,1.51,2025-11-04,1.25,1.51,2025-Q4,BR
2026-02-03 12:00:00,1.36,1.59,2026-02-03,1.36,1.59,2026-Q1,BR
2026-04-30 13:00:00,2.63,,2026-04-30,2.63,,2026-Q2,BR
2001-07-16 10:00:00,7.32,7.4,2001-07-16,7.32,7.4,2001-Q3,C
2001-10-17 10:00:00,6.38,6.3,2001-10-17,6.38,6.3,2001-Q4,C
2002-01-17 11:00:00,7.24,7.4,2002-01-17,7.24,7.4,2002-Q1,C
2002-04-15 10:00:00,7.75,7.4,2002-04-15,7.75,7.4,2002-Q2,C
2002-07-17 10:00:00,7.73,7.8,2002-07-17,7.73,7.8,2002-Q3,C
2002-10-15 10:00:00,7.34,7.4,2002-10-15,7.34,7.4,2002-Q4,C
2003-01-21 11:00:00,4.56,4.7,2003-01-21,4.56,4.7,2003-Q1,C
2003-04-14 10:00:00,7.74,7.9,2003-04-14,7.74,7.9,2003-Q2,C
2003-07-14 10:00:00,8.0,8.3,2003-07-14,8.0,8.3,2003-Q3,C
2003-10-20 10:00:00,8.45,9.0,2003-10-20,8.45,9.0,2003-Q4,C
2004-01-20 11:00:00,8.96,9.1,2004-01-20,8.96,9.1,2004-Q1,C
2004-04-15 10:00:00,9.46,9.8,2004-04-15,9.46,9.8,2004-Q2,C
2004-07-15 10:00:00,9.72,10.2,2004-07-15,9.72,10.2,2004-Q3,C
2004-10-14 10:00:00,9.9,9.8,2004-10-14,9.9,9.8,2004-Q4,C
2005-01-20 11:00:00,10.12,10.2,2005-01-20,10.12,10.2,2005-Q1,C
2005-04-15 10:00:00,10.16,10.3,2005-04-15,10.16,10.3,2005-Q2,C
2005-07-18 10:00:00,10.07,9.7,2005-07-18,10.07,9.7,2005-Q3,C
2005-10-17 10:00:00,9.84,10.2,2005-10-17,9.84,10.2,2005-Q4,C
2006-01-20 01:00:00,10.02,9.8,2006-01-20,10.02,9.8,2006-Q1,C
2006-04-17 10:00:00,10.22,10.8,2006-04-17,10.22,10.8,2006-Q2,C
2006-07-17 10:00:00,10.56,10.5,2006-07-17,10.56,10.5,2006-Q3,C
2006-10-19 10:00:00,10.34,10.1,2006-10-19,10.34,10.1,2006-Q4,C
2007-01-19 12:00:00,10.18,10.3,2007-01-19,10.18,10.3,2007-Q1,C
2007-04-16 11:00:00,10.96,11.8,2007-04-16,10.96,11.8,2007-Q2,C
2007-07-20 11:00:00,11.32,11.8,2007-07-20,11.32,11.8,2007-Q3,C
2007-10-15 10:00:00,4.69,4.7,2007-10-15,4.69,4.7,2007-Q4,C
2008-01-15 11:00:00,-10.06,-19.9,2008-01-15,-10.06,-19.9,2008-Q1,C
2008-04-18 10:00:00,-9.57,-10.2,2008-04-18,-9.57,-10.2,2008-Q2,C
2008-07-18 10:00:00,-6.66,-4.9,2008-07-18,-6.66,-4.9,2008-Q3,C
2008-10-16 11:00:00,-6.99,-7.1,2008-10-16,-6.99,-7.1,2008-Q4,C
2009-01-16 11:00:00,-12.49,-24.4,2009-01-16,-12.49,-24.4,2009-Q1,C
2009-04-17 10:00:00,-2.97,-1.2,2009-04-17,-2.97,-1.2,2009-Q2,C
2009-07-17 12:00:00,-3.05,-6.2,2009-07-17,-3.05,-6.2,2009-Q3,C
2009-10-15 12:00:00,-3.32,-2.7,2009-10-15,-3.32,-2.7,2009-Q4,C
2010-01-19 13:00:00,-3.27,-3.3,2010-01-19,-3.27,-3.3,2010-Q1,C
2010-04-19 11:00:00,-0.07,1.5,2010-04-19,-0.07,1.5,2010-Q2,C
2010-07-16 23:00:00,0.46,0.9,2010-07-16,0.46,0.9,2010-Q3,C
2010-10-18 12:00:00,0.55,0.8,2010-10-18,0.55,0.8,2010-Q4,C
2011-01-18 13:00:00,0.77,0.4,2011-01-18,0.77,0.4,2011-Q1,C
2011-04-18 12:00:00,0.95,1.0,2011-04-18,0.95,1.0,2011-Q2,C
2011-07-15 12:00:00,0.96,1.09,2011-07-15,0.96,1.09,2011-Q3,C
2011-10-17 11:00:00,0.79,1.23,2011-10-17,0.79,1.23,2011-Q4,C
2012-01-17 12:00:00,0.59,0.38,2012-01-17,0.59,0.38,2012-Q1,C
2012-04-16 11:00:00,1.0,1.11,2012-04-16,1.0,1.11,2012-Q2,C
2012-07-16 11:00:00,0.89,1.0,2012-07-16,0.89,1.0,2012-Q3,C
2012-10-15 11:00:00,0.99,1.06,2012-10-15,0.99,1.06,2012-Q4,C
2013-01-17 12:00:00,0.97,0.69,2013-01-17,0.97,0.69,2013-Q1,C
2013-04-15 11:00:00,1.17,1.29,2013-04-15,1.17,1.29,2013-Q2,C
2013-07-15 11:00:00,1.18,1.25,2013-07-15,1.18,1.25,2013-Q3,C
2013-10-15 11:00:00,1.09,1.02,2013-10-15,1.09,1.02,2013-Q4,C
2014-01-16 12:00:00,0.98,0.82,2014-01-16,0.98,0.82,2014-Q1,C
2014-04-14 11:00:00,1.16,1.3,2014-04-14,1.16,1.3,2014-Q2,C
2014-07-14 11:00:00,1.08,1.24,2014-07-14,1.08,1.24,2014-Q3,C
2014-10-14 11:00:00,1.13,1.15,2014-10-14,1.13,1.15,2014-Q4,C
2015-01-15 12:00:00,1.07,1.16,2015-01-15,1.07,1.16,2015-Q1,C
2015-04-16 11:00:00,1.41,1.52,2015-04-16,1.41,1.52,2015-Q2,C
2015-07-16 11:00:00,1.35,1.45,2015-07-16,1.35,1.45,2015-Q3,C
2015-10-15 11:00:00,1.28,1.31,2015-10-15,1.28,1.31,2015-Q4,C
2016-01-15 12:00:00,1.07,1.06,2016-01-15,1.07,1.06,2016-Q1,C
2016-04-15 11:00:00,1.05,1.1,2016-04-15,1.05,1.1,2016-Q2,C
2016-07-15 11:00:00,1.1,1.24,2016-07-15,1.1,1.24,2016-Q3,C
2016-10-14 11:00:00,1.16,1.24,2016-10-14,1.16,1.24,2016-Q4,C
2017-01-18 12:00:00,1.12,1.14,2017-01-18,1.12,1.14,2017-Q1,C
2017-04-13 13:00:00,1.24,1.26,2017-04-13,1.24,1.26,2017-Q2,C
2017-07-14 11:00:00,1.21,1.28,2017-07-14,1.21,1.28,2017-Q3,C
2017-10-12 11:00:00,1.3,1.29,2017-10-12,1.3,1.29,2017-Q4,C
2018-01-16 13:00:00,1.19,1.2,2018-01-16,1.19,1.2,2018-Q1,C
2018-04-13 12:00:00,1.6,1.68,2018-04-13,1.6,1.68,2018-Q2,C
2018-07-13 11:00:00,1.56,1.63,2018-07-13,1.56,1.63,2018-Q3,C
2018-10-12 11:00:00,1.66,1.73,2018-10-12,1.66,1.73,2018-Q4,C
2019-01-14 12:00:00,1.55,1.61,2019-01-14,1.55,1.61,2019-Q1,C
2019-04-15 12:00:00,1.79,1.87,2019-04-15,1.79,1.87,2019-Q2,C
2019-07-15 12:00:00,1.81,1.83,2019-07-15,1.81,1.83,2019-Q3,C
2019-10-15 12:00:00,1.95,1.97,2019-10-15,1.95,1.97,2019-Q4,C
2020-01-14 12:00:00,1.8,1.9,2020-01-14,1.8,1.9,2020-Q1,C
2020-04-15 12:00:00,1.57,1.06,2020-04-15,1.57,1.06,2020-Q2,C
2020-07-14 13:00:00,0.32,0.51,2020-07-14,0.32,0.51,2020-Q3,C
2020-10-13 12:00:00,0.87,1.4,2020-10-13,0.87,1.4,2020-Q4,C
2021-01-15 12:00:00,1.31,2.07,2021-01-15,1.31,2.07,2021-Q1,C
2021-04-15 12:00:00,2.53,3.62,2021-04-15,2.53,3.62,2021-Q2,C
2021-07-14 12:00:00,1.89,2.84,2021-07-14,1.89,2.84,2021-Q3,C
2021-10-14 13:00:00,1.79,2.15,2021-10-14,1.79,2.15,2021-Q4,C
2022-01-14 13:00:00,1.63,1.46,2022-01-14,1.63,1.46,2022-Q1,C
2022-04-14 12:00:00,1.41,2.02,2022-04-14,1.41,2.02,2022-Q2,C
2022-07-15 12:00:00,1.67,2.3,2022-07-15,1.67,2.3,2022-Q3,C
2022-10-14 12:00:00,1.43,1.63,2022-10-14,1.43,1.63,2022-Q4,C
2023-01-13 13:00:00,1.21,1.16,2023-01-13,1.21,1.16,2023-Q1,C
2023-04-14 13:00:00,1.7,1.86,2023-04-14,1.7,1.86,2023-Q2,C
2023-07-14 13:00:00,1.38,1.37,2023-07-14,1.38,1.37,2023-Q3,C
2023-10-13 00:00:00,1.22,1.52,2023-10-13,1.22,1.52,2023-Q4,C
2024-01-12 15:00:00,0.69,0.84,2024-01-12,0.69,0.84,2024-Q1,C
2024-04-12 14:00:00,1.27,1.79,2024-04-12,1.27,1.79,2024-Q2,C
2024-07-12 12:00:00,1.39,1.56,2024-07-12,1.39,1.56,2024-Q3,C
2024-10-15 12:00:00,1.32,1.52,2024-10-15,1.32,1.52,2024-Q4,C
2025-01-15 13:00:00,1.24,1.35,2025-01-15,1.24,1.35,2025-Q1,C
2025-04-15 12:00:00,1.85,1.96,2025-04-15,1.85,1.96,2025-Q2,C
2025-07-15 12:00:00,1.59,2.04,2025-07-15,1.59,2.04,2025-Q3,C
2025-10-14 12:00:00,1.93,2.26,2025-10-14,1.93,2.26,2025-Q4,C
2026-01-14 13:00:00,1.62,1.24,2026-01-14,1.62,1.24,2026-Q1,C
2026-04-14 13:00:00,2.6,,2026-04-14,2.6,,2026-Q2,C
2004-08-19 20:00:00,,,2004-08-19,,,2004-Q3,CRM
2004-11-17 21:00:00,,0.01,2004-11-17,,0.01,2004-Q4,CRM
2005-02-17 21:00:00,,0.01,2005-02-17,,0.01,2005-Q1,CRM
2005-05-18 20:00:00,0.01,0.01,2005-05-18,0.01,0.01,2005-Q2,CRM
2005-08-17 20:00:00,0.01,0.01,2005-08-17,0.01,0.01,2005-Q3,CRM
2005-11-16 21:00:00,0.01,0.01,2005-11-16,0.01,0.01,2005-Q4,CRM
2006-02-22 21:00:00,0.01,0.01,2006-02-22,0.01,0.01,2006-Q1,CRM
2006-05-17 20:00:00,0.01,0.01,2006-05-17,0.01,0.01,2006-Q2,CRM
2006-08-16 20:00:00,0.01,0.02,2006-08-16,0.01,0.02,2006-Q3,CRM
2006-11-15 21:00:00,0.01,0.02,2006-11-15,0.01,0.02,2006-Q4,CRM
2007-02-21 21:00:00,0.02,0.02,2007-02-21,0.02,0.02,2007-Q1,CRM
2007-05-16 20:00:00,0.02,0.02,2007-05-16,0.02,0.02,2007-Q2,CRM
2007-08-15 20:00:00,0.02,0.02,2007-08-15,0.02,0.02,2007-Q3,CRM
2007-11-15 21:00:00,0.03,0.03,2007-11-15,0.03,0.03,2007-Q4,CRM
2008-02-27 21:00:00,0.03,0.03,2008-02-27,0.03,0.03,2008-Q1,CRM
2008-05-21 20:00:00,0.04,0.04,2008-05-21,0.04,0.04,2008-Q2,CRM
2008-08-20 15:00:00,0.05,0.04,2008-08-20,0.05,0.04,2008-Q3,CRM
2008-11-20 21:00:00,0.04,0.05,2008-11-20,0.04,0.05,2008-Q4,CRM
2009-02-25 21:00:00,0.05,0.06,2009-02-25,0.05,0.06,2009-Q1,CRM
2009-05-21 20:00:00,0.06,0.06,2009-05-21,0.06,0.06,2009-Q2,CRM
2009-08-20 20:00:00,0.04,0.04,2009-08-20,0.04,0.04,2009-Q3,CRM
2009-11-17 21:00:00,0.04,0.04,2009-11-17,0.04,0.04,2009-Q4,CRM
2010-02-24 21:00:00,0.04,0.04,2010-02-24,0.04,0.04,2010-Q1,CRM
2010-05-20 20:00:00,0.08,0.08,2010-05-20,0.08,0.08,2010-Q2,CRM
2010-08-19 20:00:00,0.07,0.07,2010-08-19,0.07,0.07,2010-Q3,CRM
2010-11-18 21:00:00,0.08,0.08,2010-11-18,0.08,0.08,2010-Q4,CRM
2011-02-24 21:00:00,0.07,0.08,2011-02-24,0.07,0.08,2011-Q1,CRM
2011-05-19 20:00:00,0.07,0.07,2011-05-19,0.07,0.07,2011-Q2,CRM
2011-08-18 20:00:00,0.07,0.08,2011-08-18,0.07,0.08,2011-Q3,CRM
2011-11-17 21:00:00,0.08,0.09,2011-11-17,0.08,0.09,2011-Q4,CRM
2012-02-23 21:00:00,0.1,0.11,2012-02-23,0.1,0.11,2012-Q1,CRM
2012-05-17 20:00:00,0.09,0.09,2012-05-17,0.09,0.09,2012-Q2,CRM
2012-08-23 20:00:00,0.1,0.11,2012-08-23,0.1,0.11,2012-Q3,CRM
2012-11-20 21:00:00,0.08,0.08,2012-11-20,0.08,0.08,2012-Q4,CRM
2013-02-28 21:00:00,0.1,0.13,2013-02-28,0.1,0.13,2013-Q1,CRM
2013-05-23 20:00:00,0.1,0.1,2013-05-23,0.1,0.1,2013-Q2,CRM
2013-08-29 20:00:00,0.07,0.09,2013-08-29,0.07,0.09,2013-Q3,CRM
2013-11-18 21:00:00,0.09,0.09,2013-11-18,0.09,0.09,2013-Q4,CRM
2014-02-27 21:00:00,0.06,0.07,2014-02-27,0.06,0.07,2014-Q1,CRM
2014-05-20 20:00:00,0.1,0.11,2014-05-20,0.1,0.11,2014-Q2,CRM
2014-08-21 20:00:00,0.12,0.13,2014-08-21,0.12,0.13,2014-Q3,CRM
2014-11-19 21:00:00,0.13,0.14,2014-11-19,0.13,0.14,2014-Q4,CRM
2015-02-25 21:00:00,0.14,0.14,2015-02-25,0.14,0.14,2015-Q1,CRM
2015-05-20 20:00:00,0.14,0.16,2015-05-20,0.14,0.16,2015-Q2,CRM
2015-08-20 20:00:00,0.17,0.19,2015-08-20,0.17,0.19,2015-Q3,CRM
2015-11-18 21:00:00,0.19,0.21,2015-11-18,0.19,0.21,2015-Q4,CRM
2016-02-24 21:00:00,0.19,0.19,2016-02-24,0.19,0.19,2016-Q1,CRM
2016-05-18 20:00:00,0.23,0.24,2016-05-18,0.23,0.24,2016-Q2,CRM
2016-08-31 20:00:00,0.22,0.24,2016-08-31,0.22,0.24,2016-Q3,CRM
2016-11-17 21:00:00,0.21,0.24,2016-11-17,0.21,0.24,2016-Q4,CRM
2017-02-28 21:00:00,0.25,0.28,2017-02-28,0.25,0.28,2017-Q1,CRM
2017-05-18 20:00:00,0.26,0.28,2017-05-18,0.26,0.28,2017-Q2,CRM
2017-08-22 20:00:00,0.32,0.33,2017-08-22,0.32,0.33,2017-Q3,CRM
2017-11-21 21:00:00,0.37,0.39,2017-11-21,0.37,0.39,2017-Q4,CRM
2018-02-28 21:00:00,0.34,0.35,2018-02-28,0.34,0.35,2018-Q1,CRM
