Earnings Date,EPS Estimate,Reported EPS,fiscal_quarter_end,estimated_eps,actual_eps,fiscal_quarter,ticker
2023-10-26 20:00:00,0.22,0.41,2023-10-26,0.22,0.41,2023-Q4,INTC
2024-01-25 21:00:00,0.45,0.54,2024-01-25,0.45,0.54,2024-Q1,INTC
2024-04-25 20:00:00,0.14,0.18,2024-04-25,0.14,0.18,2024-Q2,INTC
2024-08-01 16:00:00,0.1,0.02,2024-08-01,0.1,0.02,2024-Q3,INTC
2024-10-31 20:00:00,-0.25,-3.88,2024-10-31,-0.25,-3.88,2024-Q4,INTC
2025-01-30 21:00:00,0.12,0.13,2025-01-30,0.12,0.13,2025-Q1,INTC
2025-04-24 20:00:00,,0.13,2025-04-24,,0.13,2025-Q2,INTC
2025-07-24 20:00:00,0.01,-0.1,2025-07-24,0.01,-0.1,2025-Q3,INTC
2025-10-23 20:00:00,0.01,0.23,2025-10-23,0.01,0.23,2025-Q4,INTC
2026-01-22 21:00:00,0.08,0.15,2026-01-22,0.08,0.15,2026-Q1,INTC
2026-04-23 21:00:00,,,2026-04-23,,,2026-Q2,INTC
2001-07-18 11:00:00,0.64,0.33,2001-07-18,0.64,0.33,2001-Q3,JPM
2001-10-17 11:00:00,0.51,0.51,2001-10-17,0.51,0.51,2001-Q4,JPM
2002-01-16 12:00:00,0.35,0.12,2002-01-16,0.35,0.12,2002-Q1,JPM
2002-04-17 11:00:00,0.53,0.57,2002-04-17,0.53,0.57,2002-Q2,JPM
2002-07-17 11:00:00,0.65,0.58,2002-07-17,0.65,0.58,2002-Q3,JPM
2002-10-16 11:00:00,0.07,0.16,2002-10-16,0.07,0.16,2002-Q4,JPM
2003-01-22 12:00:00,-0.07,-0.07,2003-01-22,-0.07,-0.07,2003-Q1,JPM
2003-04-16 11:00:00,0.5,0.69,2003-04-16,0.5,0.69,2003-Q2,JPM
2003-07-16 11:00:00,0.62,0.89,2003-07-16,0.62,0.89,2003-Q3,JPM
2003-10-22 11:00:00,0.76,0.78,2003-10-22,0.76,0.78,2003-Q4,JPM
2004-01-21 12:00:00,0.77,0.89,2004-01-21,0.77,0.89,2004-Q1,JPM
2004-04-21 11:00:00,0.87,0.92,2004-04-21,0.87,0.92,2004-Q2,JPM
2004-07-21 10:00:00,0.83,0.85,2004-07-21,0.83,0.85,2004-Q3,JPM
2004-10-20 11:00:00,0.74,0.6,2004-10-20,0.74,0.6,2004-Q4,JPM
2005-01-19 11:00:00,0.69,0.64,2005-01-19,0.69,0.64,2005-Q1,JPM
2005-04-20 10:00:00,0.7,0.81,2005-04-20,0.7,0.81,2005-Q2,JPM
